id,name,description,category,subcategory,category_confidence,category_evidence,art_class,art_class_confidence,art_class_evidence,flags,wire_extra_bytes,visual_group,visual_group_reason,visual_group_confidence,map_occurrence_sectors,map_regions,priority,priority_evidence,source,sprite_geometry
4946,a mast,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a mast|structure,shared name and category,INFERRED,14,Ankrahmun;Cormaya;Ghostlands;Necropolis;Thais,P2,"map regions: Ankrahmun,Cormaya,Ghostlands,Necropolis,Thais",./dat/objects.srv,UNRESOLVED
4947,a mast,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a mast|decoration,shared name and category,INFERRED,5,Ankrahmun;Cormaya;Ghostlands;HellsGate;Thais,P2,"map regions: Ankrahmun,Cormaya,Ghostlands,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4948,a mast,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a mast|decoration,shared name and category,INFERRED,5,Ankrahmun;Cormaya;Ghostlands;HellsGate;Thais,P2,"map regions: Ankrahmun,Cormaya,Ghostlands,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4949,a mast,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a mast|decoration,shared name and category,INFERRED,5,Ankrahmun;Cormaya;Ghostlands;HellsGate;Thais,P2,"map regions: Ankrahmun,Cormaya,Ghostlands,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4950,a mast,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a mast|decoration,shared name and category,INFERRED,8,Carlin;Darashia;Edron;Ghostship;Greenshore;KingsIsle;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Ghostship,Greenshore,KingsIsle,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4951,a mast,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a mast|decoration,shared name and category,INFERRED,9,Carlin;Darashia;Edron;Ghostship;Greenshore;KingsIsle;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Ghostship,Greenshore,KingsIsle,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4952,a mast,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a mast|decoration,shared name and category,INFERRED,8,Carlin;Darashia;Edron;Ghostship;Greenshore;KingsIsle;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Ghostship,Greenshore,KingsIsle,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4953,a sail,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unlay,Unmove,Unpass",,name:a sail|terrain,shared name and category,INFERRED,14,Ankrahmun;Cormaya;Ghostlands;HellsGate;Necropolis;Thais,P2,"map regions: Ankrahmun,Cormaya,Ghostlands,HellsGate,Necropolis,Thais",./dat/objects.srv,UNRESOLVED
4954,a sail,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unlay,Unmove,Unpass",,name:a sail|terrain,shared name and category,INFERRED,7,Ankrahmun;HellsGate;Thais,P2,"map regions: Ankrahmun,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4955,a sail,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unlay,Unmove,Unpass",,name:a sail|terrain,shared name and category,INFERRED,7,Ankrahmun;HellsGate;Thais,P2,"map regions: Ankrahmun,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4956,a sail,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unlay,Unmove,Unpass",,name:a sail|terrain,shared name and category,INFERRED,9,Ankrahmun;HellsGate;Necropolis;Thais,P2,"map regions: Ankrahmun,HellsGate,Necropolis,Thais",./dat/objects.srv,UNRESOLVED
4957,a sail,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unlay,Unmove,Unpass",,name:a sail|terrain,shared name and category,INFERRED,26,Carlin;Darashia;Edron;Ghostship;Greenshore;KingsIsle;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Ghostship,Greenshore,KingsIsle,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4958,a sail,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unlay,Unmove,Unpass",,name:a sail|terrain,shared name and category,INFERRED,15,Carlin;Darashia;Edron;Ghostship;Greenshore;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Ghostship,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4959,a sail,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unlay,Unmove,Unpass",,name:a sail|terrain,shared name and category,INFERRED,15,Carlin;Darashia;Edron;Ghostship;Greenshore;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Ghostship,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4960,a sail,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unlay,Unmove,Unpass",,name:a sail|terrain,shared name and category,INFERRED,13,Carlin;Darashia;Edron;Ghostship;Greenshore;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Ghostship,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4961,a steering wheel,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass",,name:a steering wheel|decoration,shared name and category,INFERRED,3,Ankrahmun;HellsGate;Thais,P2,"map regions: Ankrahmun,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4962,a steering wheel,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass",,name:a steering wheel|decoration,shared name and category,INFERRED,3,Ankrahmun;HellsGate;Thais,P2,"map regions: Ankrahmun,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4963,a steering wheel,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass",,name:a steering wheel|decoration,shared name and category,INFERRED,8,Carlin;Darashia;Drefia;Edron;Ghostship;Greenshore;PortHope;Venore,P2,"map regions: Carlin,Darashia,Drefia,Edron,Ghostship,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4964,a steering wheel,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass",,name:a steering wheel|decoration,shared name and category,INFERRED,8,Carlin;Darashia;Drefia;Edron;Ghostship;Greenshore;PortHope;Venore,P2,"map regions: Carlin,Darashia,Drefia,Edron,Ghostship,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4965,a rudder blade,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a rudder blade|decoration,shared name and category,INFERRED,5,Ankrahmun;Cormaya;Ghostlands;HellsGate;Thais,P2,"map regions: Ankrahmun,Cormaya,Ghostlands,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4966,a rudder blade,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a rudder blade|decoration,shared name and category,INFERRED,5,Ankrahmun;Cormaya;Ghostlands;HellsGate;Thais,P2,"map regions: Ankrahmun,Cormaya,Ghostlands,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4967,a rudder blade,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a rudder blade|decoration,shared name and category,INFERRED,1,Thais,P2,map regions: Thais,./dat/objects.srv,UNRESOLVED
4968,a rudder blade,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a rudder blade|decoration,shared name and category,INFERRED,8,Carlin;Darashia;Edron;Ghostship;Greenshore;KingsIsle;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Ghostship,Greenshore,KingsIsle,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4969,a rudder blade,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a rudder blade|decoration,shared name and category,INFERRED,8,Carlin;Darashia;Edron;Ghostship;Greenshore;KingsIsle;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Ghostship,Greenshore,KingsIsle,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4970,a rudder blade,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a rudder blade|decoration,shared name and category,INFERRED,1,Greenshore,P2,map regions: Greenshore,./dat/objects.srv,UNRESOLVED
4971,a ventilation grille,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:a ventilation grille|terrain,shared name and category,INFERRED,11,Ankrahmun;Cormaya;Edron;Ghostlands;Ghostship;Greenshore;HellsGate;KingsIsle;PortHope;Thais;Venore,P2,"map regions: Ankrahmun,Cormaya,Edron,Ghostlands,Ghostship,Greenshore,HellsGate,KingsIsle,PortHope,Thais,Venore",./dat/objects.srv,UNRESOLVED
4972,a bollard,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a bollard|structure,shared name and category,INFERRED,13,Ankrahmun;Carlin;Cormaya;Darashia;Edron;Ghostlands;Greenshore;HellsGate;KingsIsle;PortHope;Thais;Venore,P2,"map regions: Ankrahmun,Carlin,Cormaya,Darashia,Edron,Ghostlands,Greenshore,HellsGate,KingsIsle,PortHope,Thais,Venore",./dat/objects.srv,UNRESOLVED
4973,an anchor,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:an anchor|structure,shared name and category,INFERRED,6,Carlin;Darashia;Edron;Greenshore;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4974,a figurehead,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a figurehead|decoration,shared name and category,INFERRED,3,Ankrahmun;HellsGate;Thais,P2,"map regions: Ankrahmun,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4975,a figurehead,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a figurehead|decoration,shared name and category,INFERRED,8,Carlin;Darashia;Drefia;Edron;Greenshore;KingsIsle;PortHope;Venore,P2,"map regions: Carlin,Darashia,Drefia,Edron,Greenshore,KingsIsle,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4976,an anchor,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:an anchor|structure,shared name and category,INFERRED,3,Ankrahmun;Necropolis;Thais,P2,"map regions: Ankrahmun,Necropolis,Thais",./dat/objects.srv,UNRESOLVED
4977,a hawser,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a hawser|structure,shared name and category,INFERRED,5,Ankrahmun;Cormaya;Ghostlands;Necropolis;Thais,P2,"map regions: Ankrahmun,Cormaya,Ghostlands,Necropolis,Thais",./dat/objects.srv,UNRESOLVED
4978,a hawser,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a hawser|structure,shared name and category,INFERRED,5,Ankrahmun;Cormaya;Ghostlands;HellsGate;Thais,P2,"map regions: Ankrahmun,Cormaya,Ghostlands,HellsGate,Thais",./dat/objects.srv,UNRESOLVED
4979,a hawser,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a hawser|item,shared name and category,INFERRED,3,Cormaya;Ghostlands;Thais,P2,"map regions: Cormaya,Ghostlands,Thais",./dat/objects.srv,UNRESOLVED
4980,a hawser,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a hawser|item,shared name and category,INFERRED,3,Cormaya;Ghostlands;Thais,P2,"map regions: Cormaya,Ghostlands,Thais",./dat/objects.srv,UNRESOLVED
4981,a hawser,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a hawser|item,shared name and category,INFERRED,3,Cormaya;Ghostlands;Thais,P2,"map regions: Cormaya,Ghostlands,Thais",./dat/objects.srv,UNRESOLVED
4982,a hawser,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a hawser|structure,shared name and category,INFERRED,6,Carlin;Darashia;Edron;Greenshore;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4983,a hawser,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a hawser|structure,shared name and category,INFERRED,7,Carlin;Darashia;Edron;Greenshore;KingsIsle;PortHope;Venore,P2,"map regions: Carlin,Darashia,Edron,Greenshore,KingsIsle,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4984,a hawser,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a hawser|item,shared name and category,INFERRED,4,Edron;Greenshore;PortHope;Venore,P2,"map regions: Edron,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4985,a hawser,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a hawser|item,shared name and category,INFERRED,4,Edron;Greenshore;PortHope;Venore,P2,"map regions: Edron,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4986,a hawser,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a hawser|item,shared name and category,INFERRED,4,Edron;Greenshore;PortHope;Venore,P2,"map regions: Edron,Greenshore,PortHope,Venore",./dat/objects.srv,UNRESOLVED
4987,a cleat,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a cleat|structure,shared name and category,INFERRED,3,Cormaya;Ghostlands;Thais,P2,"map regions: Cormaya,Ghostlands,Thais",./dat/objects.srv,UNRESOLVED
4988,a hawser,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a hawser|structure,shared name and category,INFERRED,5,Carlin;Darashia;Edron;Ghostship;PortHope,P2,"map regions: Carlin,Darashia,Edron,Ghostship,PortHope",./dat/objects.srv,UNRESOLVED
4989,a white flag,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass",,name:a white flag|decoration,shared name and category,INFERRED,2,Ghostlands;HellsGate,P2,"map regions: Ghostlands,HellsGate",./dat/objects.srv,UNRESOLVED
4990,a pirate flag,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass",,name:a pirate flag|decoration,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
4991,a dead butterfly,,creature_remains,corpse,DEMONSTRATED,flag:Corpse,unclassified_named,UNRESOLVED,name matched no art keyword,"Corpse,Expire,Take",,name:a dead butterfly|creature_remains,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
4992,a dead butterfly,,creature_remains,corpse,DEMONSTRATED,flag:Corpse,unclassified_named,UNRESOLVED,name matched no art keyword,"Corpse,Expire,Take",,name:a dead butterfly|creature_remains,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
4993,a dead butterfly,,creature_remains,corpse,DEMONSTRATED,flag:Corpse,unclassified_named,UNRESOLVED,name matched no art keyword,"Corpse,Expire,Take",,name:a dead butterfly|creature_remains,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
4994,some sharp icicles,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,Unlay,Unmove,Unpass",,name:some sharp icicles|decoration,shared name and category,INFERRED,1,Senja,P2,map regions: Senja,./dat/objects.srv,UNRESOLVED
4995,a canopic jar,You feel an eerie presence,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Destroy,Unlay,Unmove,Unpass",,name:a canopic jar|structure,shared name and category,INFERRED,4,Banuta,P2,map regions: Banuta,./dat/objects.srv,UNRESOLVED
4996,the remains of a canopic jar,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Expire,Unlay,Unmove,Unpass",,name:the remains of a canopic jar|structure,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
4997,a hawser,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a hawser|structure,shared name and category,INFERRED,2,Ankrahmun;HellsGate,P2,"map regions: Ankrahmun,HellsGate",./dat/objects.srv,UNRESOLVED
4998,a hawser,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a hawser|item,shared name and category,INFERRED,2,Ankrahmun;HellsGate,P2,"map regions: Ankrahmun,HellsGate",./dat/objects.srv,UNRESOLVED
4999,a hawser,,structure,obstacle,DEMONSTRATED,flag:Unpass+Unmove,unclassified_named,UNRESOLVED,name matched no art keyword,"Unlay,Unmove,Unpass",,name:a hawser|structure,shared name and category,INFERRED,4,Carlin;Darashia;KingsIsle;PortHope,P2,"map regions: Carlin,Darashia,KingsIsle,PortHope",./dat/objects.srv,UNRESOLVED
5000,a hawser,,item,unspecified,INFERRED,no categorising flag,unclassified_named,UNRESOLVED,name matched no art keyword,Unmove,,name:a hawser|item,shared name and category,INFERRED,4,Carlin;Darashia;KingsIsle;PortHope,P2,"map regions: Carlin,Darashia,KingsIsle,PortHope",./dat/objects.srv,UNRESOLVED
5001,a ship railing,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,wall,INFERRED,name:railing,"Bottom,Unlay,Unmove,Unpass",,name:a ship railing|decoration,shared name and category,INFERRED,10,Ankrahmun;Carlin;Darashia;Ghostship;Greenshore;HellsGate;PortHope;Thais;Venore,P2,"map regions: Ankrahmun,Carlin,Darashia,Ghostship,Greenshore,HellsGate,PortHope,Thais,Venore",./dat/objects.srv,UNRESOLVED
5002,a ship cabin wall,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,wall,INFERRED,name:wall,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a ship cabin wall|decoration,shared name and category,INFERRED,10,Ankrahmun;Carlin;Darashia;Ghostship;Greenshore;HellsGate;Thais;Venore,P2,"map regions: Ankrahmun,Carlin,Darashia,Ghostship,Greenshore,HellsGate,Thais,Venore",./dat/objects.srv,UNRESOLVED
5003,a ship cabin wall,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,wall,INFERRED,name:wall,"Bottom,HookEast,Unlay,Unmove,Unpass,Unthrow",,name:a ship cabin wall|decoration,shared name and category,INFERRED,13,Ankrahmun;Edron;Ghostship;Greenshore;HellsGate;PortHope;Thais;Venore,P2,"map regions: Ankrahmun,Edron,Ghostship,Greenshore,HellsGate,PortHope,Thais,Venore",./dat/objects.srv,UNRESOLVED
5004,a ship cabin wall,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,wall,INFERRED,name:wall,"Bottom,HookSouth,Unlay,Unmove,Unpass,Unthrow",,name:a ship cabin wall|decoration,shared name and category,INFERRED,16,Ankrahmun;Carlin;Cormaya;Darashia;Edron;Ghostlands;Ghostship;Greenshore;HellsGate;KingsIsle;Necropolis;Venore,P2,"map regions: Ankrahmun,Carlin,Cormaya,Darashia,Edron,Ghostlands,Ghostship,Greenshore,HellsGate,KingsIsle,Necropolis,Venore",./dat/objects.srv,UNRESOLVED
5005,a ship cabin wall,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,wall,INFERRED,name:wall,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a ship cabin wall|decoration,shared name and category,INFERRED,8,Ankrahmun;Edron;Greenshore;Necropolis;Venore,P2,"map regions: Ankrahmun,Edron,Greenshore,Necropolis,Venore",./dat/objects.srv,UNRESOLVED
5006,a closed door,It is locked,structure,door,DEMONSTRATED,flag:KeyDoor,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,KeyDoor,Unlay,Unmove,Unpass,Unthrow,UseEvent",,name:a closed door|structure,shared name and category,INFERRED,2,Venore,P2,map regions: Venore,./dat/objects.srv,UNRESOLVED
5007,a closed door,It is locked,structure,door,DEMONSTRATED,flag:KeyDoor,unclassified_named,UNRESOLVED,name matched no art keyword,"Bottom,KeyDoor,Unlay,Unmove,Unpass,Unthrow,UseEvent",,name:a closed door|structure,shared name and category,INFERRED,2,Ankrahmun;Edron,P2,"map regions: Ankrahmun,Edron",./dat/objects.srv,UNRESOLVED
5008,a sandstone wall,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,wall,INFERRED,name:wall,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:a sandstone wall|decoration,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5009,an oriental wall,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,wall,INFERRED,name:wall,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:an oriental wall|decoration,shared name and category,INFERRED,1,PortHope,P2,map regions: PortHope,./dat/objects.srv,UNRESOLVED
5010,an oriental wall,,decoration,bottom_overlay,DEMONSTRATED,flag:Bottom,wall,INFERRED,name:wall,"Bottom,Unlay,Unmove,Unpass,Unthrow",,name:an oriental wall|decoration,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5011,a lava wall,,decoration,light_source,DEMONSTRATED,flag:Light,wall,INFERRED,name:wall,"Bottom,Light,Unlay,Unmove,Unpass,Unthrow",,name:a lava wall|decoration,shared name and category,INFERRED,6,DragonIsle,P2,map regions: DragonIsle,./dat/objects.srv,UNRESOLVED
5012,a lava wall,,decoration,light_source,DEMONSTRATED,flag:Light,wall,INFERRED,name:wall,"Bottom,Light,Unlay,Unmove,Unpass,Unthrow",,name:a lava wall|decoration,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5013,a dead butterfly,,creature_remains,corpse,DEMONSTRATED,flag:Corpse,unclassified_named,UNRESOLVED,name matched no art keyword,"Corpse,Expire,Take",,name:a dead butterfly|creature_remains,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5014,a mandrake,,item,portable,DEMONSTRATED,flag:Take,unclassified_named,UNRESOLVED,name matched no art keyword,Take,,name:a mandrake|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5015,a skull,,item,unspecified,INFERRED,no categorising flag,bone,INFERRED,name:skull,Unmove,,name:a skull|item,shared name and category,INFERRED,9,Ab'Dendriel;Amazons;DragonIsle;Drefia;Ghostship;Necropolis,P2,"map regions: Ab'Dendriel,Amazons,DragonIsle,Drefia,Ghostship,Necropolis",./dat/objects.srv,UNRESOLVED
5016,a skull,,item,unspecified,INFERRED,no categorising flag,bone,INFERRED,name:skull,Unmove,,name:a skull|item,shared name and category,INFERRED,8,Ab'Dendriel;Amazons;DragonIsle;Ghostship;HellsGate;Necropolis,P2,"map regions: Ab'Dendriel,Amazons,DragonIsle,Ghostship,HellsGate,Necropolis",./dat/objects.srv,UNRESOLVED
5017,some skulls,,item,unspecified,INFERRED,no categorising flag,bone,INFERRED,name:skull,Unmove,,name:some skulls|item,shared name and category,INFERRED,5,Ab'Dendriel;Amazons;Drefia;Ghostlands;Ghostship,P2,"map regions: Ab'Dendriel,Amazons,Drefia,Ghostlands,Ghostship",./dat/objects.srv,UNRESOLVED
5018,some skulls,,item,unspecified,INFERRED,no categorising flag,bone,INFERRED,name:skull,Unmove,,name:some skulls|item,shared name and category,INFERRED,3,Ab'Dendriel;Drefia;Ghostship,P2,"map regions: Ab'Dendriel,Drefia,Ghostship",./dat/objects.srv,UNRESOLVED
5019,a burning skull,,decoration,light_source,DEMONSTRATED,flag:Light,furniture,INFERRED,name:urn,"Hang,Light,Unmove",,name:a burning skull|decoration,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
5020,a burning skull,,decoration,light_source,DEMONSTRATED,flag:Light,furniture,INFERRED,name:urn,"Hang,Light,Unmove",,name:a burning skull|decoration,shared name and category,INFERRED,2,Ghostship,P2,map regions: Ghostship,./dat/objects.srv,UNRESOLVED
5021,an orichalcum pearl,,item,portable,DEMONSTRATED,flag:Take,unclassified_named,UNRESOLVED,name matched no art keyword,"Cumulative,Take",amount,name:an orichalcum pearl|item,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
